Name,phone
"Shishu Mangal School, Nirman Vihar","Phone: 011 22449215, 65670293"
"Shishu Niketan Public School, Bhajan Pura",Phone: 011 22854889
"Shiv Memorial Public School, Gokalpuri",Phone: 011 22814157
"Shokeen International School, Dwarka","Phone: 9310285625, 9310185625"
"Shree Ram World School, Dwarka","Phone: 011 28088310, 28088311"
"Shri Hanuman Mandir Middle School, Shakti Nagar",Phone: 09811480724
"Shri Mahavir Jain Senior Secondary School, Delhi",Phone: 011 23263257
"Shri Ram Bal Bharti School, Shahdara",Phone: 011 22344965
"Shri Vishwakarma Model School, Nangloi","Phone: 011 28365966, 25947899"
"Siddharth International Public School, Delhi","Phone: 011 22572425, 20909889"
"Siddharth International Public School, Loni","Phone: 011 22812322, 22812078"
"SLS DAV Public School, Mausam Vihar","Phone: 011 22531745, 22440133"
"SM Jain Modern Sr Sec School, Kamla Nagar",Phone: 011 23972746
"Sneh International School Junior, Jagriti Enclave","Phone: 011 47350591, 47350592"
"Sneh International School, Vikas Marg","Phone: 011 22016772, 42440772"
"Sonia Public School, Shahdara",Phone: 011 22293121
"Spring Days Sr Sec School, Ashok Vihar","Phone: 9958153883, 9650824040"
"SR Capital Public School, Shahdara",Phone: 011 22824885
"Sree Chaitanya School, Rohini",Phone: 011 27053697
"Sri Guru Nanak Public School, Adarsh Nagar","Phone: 011 27672752, 27673744"
"Sri Krishna Public Sr Sec School, Najafgarh","Phone: 011 65152620, 25023620"
"Sri Sathya Sai Vidya Vahini, Kalkaji",none
"St Andrews Scots Sr Sec School, Patparganj","Phone: 011 22241167, 22231023"
"St Johns Convent School, Sant Nagar","Phone: 9560509627, 9911569627"
"St Johns Public School, Khera Khurd",Phone: 011 27844492
"St Johns School, Mayur Vihar",Phone: 011 20822089
"St Josephs Academy, Shahdara",Phone: 011 22165396
"St Kabir Modern School, Nilothi",Phone: 011 28362096
"St Lawrence Public Sr Sec School, Dilshad Garden",Phone: 011 43523155
"St Margaret School, Prashant Vihar","Phone: 011 27562558, 27562015"
"St Marks Sr Sec Public School, Harsh Vihar",Phone: 011 22343000
"St Mary's School, Dwarka",Phone: 011 28042487
"St Marys School, Mayur Vihar",Phone: 011 22613539
"St Marys Sr Sec School, Mayur Vihar",Phone: 011 22613539
"St Prayag Public School, Pitampura","Phone: 011 27011134, 27011137"
"St Raman School, Mayur Vihar",Phone: 011 22612083
"St Vivekanand Modern School, Shahdara",none
"St Vivekanand School, Vivek Vihar",Phone: 011 22152784
"Stella Maris Nirmala Nursery School, Ashok Vihar",Phone: 011 27468001
"Step by Step School Nursery School, Delhi","Phone: 011 26494957, 26494130"
"Stepping Stone Convent School, Mayur Vihar 1",Phone: 8447098961
"Sugar Pie Pre School, Bawana",Phone: 011 27755565
"Sugar Pie Pre School, Burari",Phone: 9350148110
"Sugar Pie Pre School, Moti Nagar",Phone: 7838654026
"Sukriti World School, Khera Khurd Delhi","Phone: 011 27844043, 27844046"
"Sunhill Public School, Ranjit Nagar",Phone: 011 25708476
"Sunny Convent School, Suraj Park",Phone: 011 27853874
"Sunrise Public School, Laxmi Nagar",Phone: 011 22544378
"Swami Hariharanand Public School, Yamuna Bazar","Phone: 011 23864780, 23861517"
"Taleem The Nursery School, Sheikh Sarai","Phone: 011 26013381, 26012548"
"Tarawati Memorial Public School, Tahirpur",Phone: 011 22118598
"Tecnia International School, Rohini",Phone: 011 27948500
"The Baptist Convent School, Patparganj","Phone: 011 22247202, 22231958"
"The Divinity International Pre School, Dwarka","Phone: 9958892472, 9958892473"
"The First Step, Rohini","Phone: 011 27941390, 27941391"
"The Foundation School, Delhi","Phone: 011 26265956, 26265957"
The Guidance Academy - Coaching Centre,"Phone: 9773776383, 9773772058"
"The Little Kingdom (Preparatory), Model Town","Phone: 011 27459490, 27437938"
"The Mann School, Holambi Khurd",none
"The Mother Mary Public School, Trilokpuri",Phone: 011 22786116
"The Sacred Hearts Public School, Jagatpuri",Phone: 011 22520318
"Tiny Rosary School, Bali Nagar",Phone: 011 25179286
"Tiny Tulips School, Dwarka",Phone: 011 65387299
"Toddlers International School, Rohini","Phone: 9971537997, 9899818989"
"Tyagi Public School, Keshav Puram","Phone: 011 47098561, 47098562"
"Universal Public School, Mahavir Enclave","Phone: 011 25032098, 25051132"
"Universal Public School, Preet Vihar","Phone: 011 22513972, 22446405"
"Vanasthali Public School, Madhu Vihar","Phone: 011 42316717, 22622934"
"Vanasthali Public School, Nizampur",Phone: 8860626551
"Vanasthali Public School, Preet Vihar",Phone: 011 22456133
"Vandana International Sr Sec School, Dwarka",Phone: 011 40785785
"Vardhman Shiksha Niketan, Laxmi Nagar","Phone: 011 22548493, 22465204"
"VDUC Ramjas School, Ballimaran Delhi","Phone: 011 23265311, 23910039"
"Veer Public School, Kapashera","Phone: 011 25063729, 25064049"
"Victor Public School, Delhi","Phone: 011 22913500, 22913600"
"Victoria Public School, Wazirabad","Phone: 011 22186948, 22560684"
"Vidya Bal Bhawan Public School, Shakarpur",Phone: 011 22024029
"Vidya Bal Bhawan Sr Sec School, Mayur Vihar","Phone: 011 22626299, 22627876"
"Vidya Gyan Mandir, Pahari Dhiraj","Phone: 011 27514657, 27120319"
"Vidya Jain Public School, Rohini",Phone: 011 27041983
"Vidya Vihar Vidyalaya, Shahdara","Phone: 011 22822246, 22829470"
"Virendra Public School, Timarpur Road",Phone: 011 23816864
"Virmani Public School, Kamla Nagar",Phone: 011 23847232
"Vishwa International Academy, Delhi",none
"Vivekanand International School, Patparganj",Phone: 9999422597
"Vivekanand School, Anand Vihar","Phone: 011 22141527, 22159154"
"Vivekanand School, Preet Vihar",Phone: 011 22417637
"VSPK Phulwari, Shalimar Bagh",Phone: 011 42230116 42230117
"Wealthy Fisher Preschool, Greater Kailash",Phone: 011 40562741
"Yoga Way Public School, Shahdara",Phone: 011 22578780
Yuvashakti Model School Budh Vihar,Phone: 27537889
"Zee Primary School, Nirman Vihar",Phone: 9810549542
Zenith Tutorials,Phone: 9152479842
